,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,first_name,height_feet,height_inches,last_name,position,weight_pounds,team_id,team_abr,city,height
164,164,164,164,164,164,537,Walter,,,Palmer,,,29,UTA,Utah,
165,165,165,165,165,165,538,Mark,,,West,,,24,PHX,Phoenix,
166,166,166,166,166,166,539,Clifford,,,Robinson,,,25,POR,Portland,
167,167,167,167,167,167,540,Hakeem,,,Olajuwon,,,11,HOU,Houston,
168,168,168,168,168,168,541,Richard,,,Coffey,,,18,MIN,Minnesota,
169,169,169,169,169,169,542,James,,,Donaldson,,,7,DAL,Dallas,
170,170,170,170,170,170,543,Jerome,,,Lane,,,8,DEN,Denver,
171,171,171,171,171,171,544,Sarunas,,,Marciulionis,,,10,GSW,Golden State,
172,172,172,172,172,172,545,Grant,,,Long,,,16,MIA,Miami,
173,173,173,173,173,173,546,Willie,,,Burton,,,16,MIA,Miami,
174,174,174,174,174,174,547,Mark,,,Alarie,,,30,WAS,Washington,
175,175,175,175,175,175,548,Winston,,,Bennett,,,6,CLE,Cleveland,
176,176,176,176,176,176,549,Doc,,,Rivers,,,1,ATL,Atlanta,
177,177,177,177,177,177,550,Tim,,,McCormick,,,1,ATL,Atlanta,
178,178,178,178,178,178,551,Scott,,,Skiles,,,22,ORL,Orlando,
179,179,179,179,179,179,552,Dennis,,,Rodman,,,9,DET,Detroit,
180,180,180,180,180,180,553,Greg,,,Anderson,,,17,MIL,Milwaukee,
181,181,181,181,181,181,554,Jeff,,,Malone,,,29,UTA,Utah,
182,182,182,182,182,182,555,Cedric,,,Ceballos,,,24,PHX,Phoenix,
183,183,183,183,183,183,556,Tim,,,Perry,,,24,PHX,Phoenix,
184,184,184,184,184,184,557,Buck,,,Williams,,,25,POR,Portland,
185,185,185,185,185,185,558,Dave,,,Jamerson,,,11,HOU,Houston,
186,186,186,186,186,186,559,Scott,,,Brooks,,,18,MIN,Minnesota,
187,187,187,187,187,187,560,Rolando,,,Blackman,,,7,DAL,Dallas,
188,188,188,188,188,188,561,Avery,,,Johnson,,,8,DEN,Denver,
189,189,189,189,189,189,562,Rod,,,Higgins,,,10,GSW,Golden State,
190,190,190,190,190,190,563,Jon,,,Sundvold,,,16,MIA,Miami,
191,191,191,191,191,191,564,A.J.,,,English,,,30,WAS,Washington,
192,192,192,192,192,192,565,John,,,Battle,,,1,ATL,Atlanta,
193,193,193,193,193,193,566,Sam,,,Vincent,,,22,ORL,Orlando,
194,194,194,194,194,194,567,Isiah,,,Thomas,,,9,DET,Detroit,
195,195,195,195,195,195,568,Brad,,,Lohaus,,,17,MIL,Milwaukee,
196,196,196,196,196,196,569,Mike,,,Brown,,,29,UTA,Utah,
197,197,197,197,197,197,570,Kenny,,,Battle,,,24,PHX,Phoenix,
198,198,198,198,198,198,571,Danny,,,Young,,,25,POR,Portland,
199,199,199,199,199,199,572,Larry,,,Smith,,,11,HOU,Houston,
200,200,200,200,200,200,573,Pooh,,,Richardson,,,18,MIN,Minnesota,
201,201,201,201,201,201,574,Derek,,,Harper,,,7,DAL,Dallas,
202,202,202,202,202,202,575,Michael,,,Adams,,,8,DEN,Denver,
203,203,203,203,203,203,576,Tim,,,Hardaway,,,10,GSW,Golden State,
204,204,204,204,204,204,577,Bimbo,,,Coles,,,16,MIA,Miami,
205,205,205,205,205,205,578,Darrell,,,Walker,,,30,WAS,Washington,
206,206,206,206,206,206,579,Kevin,,,Willis,,,1,ATL,Atlanta,
207,207,207,207,207,207,580,Otis,,,Smith,,,22,ORL,Orlando,
208,208,208,208,208,208,581,James,,,Edwards,,,9,DET,Detroit,
209,209,209,209,209,209,582,Frank,,,Brickowski,,,17,MIL,Milwaukee,
210,210,210,210,210,210,583,Karl,,,Malone,,,29,UTA,Utah,
211,211,211,211,211,211,584,Ian,,,Lockhart,,,24,PHX,Phoenix,
212,212,212,212,212,212,585,Kevin,,,Duckworth,,,25,POR,Portland,
213,213,213,213,213,213,586,Otis,,,Thorpe,,,11,HOU,Houston,
214,214,214,214,214,214,587,Gerald,,,Glass,,,18,MIN,Minnesota,
215,215,215,215,215,215,588,Alex,,,English,,,7,DAL,Dallas,
216,216,216,216,216,216,589,T.R.,,,Dunn,,,8,DEN,Denver,
217,217,217,217,217,217,590,Alton,,,Lister,,,10,GSW,Golden State,
218,218,218,218,218,218,591,Sherman,,,Douglas,,,16,MIA,Miami,
219,219,219,219,219,219,592,Charles,,,Jones,,,30,WAS,Washington,
220,220,220,220,220,220,593,Moses,,,Malone,,,1,ATL,Atlanta,
221,221,221,221,221,221,594,Mark,,,Acres,,,22,ORL,Orlando,
222,222,222,222,222,222,595,Lance,,,Blanks,,,9,DET,Detroit,
223,223,223,223,223,223,596,Jeff,,,Grayer,,,17,MIL,Milwaukee,
224,224,224,224,224,224,597,Chris,,,Munk,,,29,UTA,Utah,
225,225,225,225,225,225,598,Jeff,,,Hornacek,,,24,PHX,Phoenix,
226,226,226,226,226,226,599,Jerome,,,Kersey,,,25,POR,Portland,
227,227,227,227,227,227,600,Dave,,,Feitl,,,11,HOU,Houston,
228,228,228,228,228,228,601,Tod,,,Murphy,,,18,MIN,Minnesota,
229,229,229,229,229,229,602,Lafayette,,,Lever,,,7,DAL,Dallas,
230,230,230,230,230,230,603,Corey,,,Gaines,,,8,DEN,Denver,
231,231,231,231,231,231,604,Mitch,,,Richmond,,,10,GSW,Golden State,
232,232,232,232,232,232,605,Kevin,,,Edwards,,,16,MIA,Miami,
233,233,233,233,233,233,606,Haywoode,,,Workman,,,30,WAS,Washington,
234,234,234,234,234,234,607,Tom,,,Hammonds,,,30,WAS,Washington,
235,235,235,235,235,235,608,Rumeal,,,Robinson,,,1,ATL,Atlanta,
236,236,236,236,236,236,609,Greg,,,Kite,,,22,ORL,Orlando,
237,237,237,237,237,237,610,Vinnie,,,Johnson,,,9,DET,Detroit,
238,238,238,238,238,238,611,Jack,,,Sikma,,,17,MIL,Milwaukee,
239,239,239,239,239,239,612,Delaney,,,Rudd,,,29,UTA,Utah,
240,240,240,240,240,240,613,Ed,,,Nealy,,,24,PHX,Phoenix,
241,241,241,241,241,241,614,Wayne,,,Cooper,,,25,POR,Portland,
242,242,242,242,242,242,615,Sleepy,,,Floyd,,,11,HOU,Houston,
243,243,243,243,243,243,616,Felton,,,Spencer,,,18,MIN,Minnesota,
244,244,244,244,244,244,617,Tyrone,,,Corbin,,,18,MIN,Minnesota,
245,245,245,245,245,245,618,Marcus,,,Liberty,,,8,DEN,Denver,
246,246,246,246,246,246,619,Walter,,,Davis,,,8,DEN,Denver,
247,247,247,247,247,247,620,Tyrone,,,Hill,,,10,GSW,Golden State,
248,248,248,248,248,248,621,Alec,,,Kessler,,,16,MIA,Miami,
249,249,249,249,249,249,622,Terry,,,Davis,,,16,MIA,Miami,
250,250,250,250,250,250,623,Larry,,,Robinson,,,30,WAS,Washington,
251,251,251,251,251,251,624,Sidney,,,Moncrief,,,1,ATL,Atlanta,
252,252,252,252,252,252,625,Jeff,,,Turner,,,22,ORL,Orlando,
253,253,253,253,253,253,626,Scott,,,Hastings,,,9,DET,Detroit,
254,254,254,254,254,254,627,Alvin,,,Robertson,,,17,MIL,Milwaukee,
255,255,255,255,255,255,628,Steve,,,Henson,,,17,MIL,Milwaukee,
256,256,256,256,256,256,629,Andy,,,Toolson,,,29,UTA,Utah,
257,257,257,257,257,257,630,Thurl,,,Bailey,,,29,UTA,Utah,
258,258,258,258,258,258,631,Kurt,,,Rambis,,,24,PHX,Phoenix,
259,259,259,259,259,259,632,Clyde,,,Drexler,,,25,POR,Portland,
260,260,260,260,260,260,633,David,,,Wood,,,11,HOU,Houston,
261,261,261,261,261,261,634,Sam,,,Mitchell,,,18,MIN,Minnesota,
262,262,262,262,262,262,635,Rodney,,,McCray,,,7,DAL,Dallas,
263,263,263,263,263,263,636,Blair,,,Rasmussen,,,8,DEN,Denver,
264,264,264,264,264,264,637,Kevin,,,Pritchard,,,10,GSW,Golden State,
265,265,265,265,265,265,638,Milt,,,Wagner,,,16,MIA,Miami,
266,266,266,266,266,266,639,Bernard,,,King,,,30,WAS,Washington,
267,267,267,267,267,267,640,Roy,,,Hinson,,,3,BKN,Brooklyn,
268,268,268,268,268,268,641,Matt,,,Bullard,,,11,HOU,Houston,
269,269,269,269,269,269,642,Alan,,,Ogg,,,16,MIA,Miami,
270,270,270,270,270,270,643,Kevin,,,Lynch,,,4,CHA,Charlotte,
271,271,271,271,271,271,644,Larry,,,Krystkowiak,,,17,MIL,Milwaukee,
272,272,272,272,272,272,645,Pete,,,Chilcutt,,,26,SAC,Sacramento,
273,273,273,273,273,273,646,Randy,,,Brown,,,26,SAC,Sacramento,
274,274,274,274,274,274,647,Elliot,,,Perry,,,13,LAC,LA,
275,275,275,275,275,275,648,Jimmy,,,Oliver,,,6,CLE,Cleveland,
276,276,276,276,276,276,649,Terrell,,,Brandon,,,6,CLE,Cleveland,
277,277,277,277,277,277,650,Greg,,,Sutton,,,27,SAS,San Antonio,
278,278,278,278,278,278,651,Tom,,,Copa,,,27,SAS,San Antonio,
279,279,279,279,279,279,652,Donald,,,Hodge,,,7,DAL,Dallas,
280,280,280,280,280,280,653,Joao,,,Vianna,,,7,DAL,Dallas,
281,281,281,281,281,281,654,Mike,,,Iuzzolino,,,7,DAL,Dallas,
282,282,282,282,282,282,655,Greg,,,Anthony,,,20,NYK,New York,
283,283,283,283,283,283,656,Albert,,,King,,,30,WAS,Washington,
284,284,284,284,284,284,657,Tellis,,,Frank,,,18,MIN,Minnesota,
285,285,285,285,285,285,658,David,,,Benoit,,,29,UTA,Utah,
286,286,286,286,286,286,659,Demetrius,,,Calip,,,14,LAL,Los Angeles,
287,287,287,287,287,287,660,Dikembe,,,Mutombo,,,8,DEN,Denver,
288,288,288,288,288,288,661,Mark,,,Macon,,,8,DEN,Denver,
289,289,289,289,289,289,662,Chris,,,Gatling,,,10,GSW,Golden State,
290,290,290,290,290,290,663,Victor,,,Alexander,,,10,GSW,Golden State,
291,291,291,291,291,291,664,Mark,,,Randall,,,5,CHI,Chicago,
292,292,292,292,292,292,665,Mitchell,,,Wiggins,,,23,PHI,Philadelphia,
293,293,293,293,293,293,666,Tharon,,,Mayes,,,23,PHI,Philadelphia,
294,294,294,294,294,294,667,Charles,,,Thomas,,,9,DET,Detroit,
295,295,295,295,295,295,668,Robert,,,Pack,,,25,POR,Portland,
296,296,296,296,296,296,669,John,,,Bagley,,,2,BOS,Boston,
297,297,297,297,297,297,670,Rick,,,Fox,,,2,BOS,Boston,
298,298,298,298,298,298,671,Larry,,,Johnson,,,4,CHA,Charlotte,
299,299,299,299,299,299,672,Alexander,,,Volkov,,,1,ATL,Atlanta,
300,300,300,300,300,300,673,Stacey,,,Augmon,,,1,ATL,Atlanta,
301,301,301,301,301,301,674,Carl,,,Thomas,,,26,SAC,Sacramento,
302,302,302,302,302,302,675,Steven,,,Smith,,,16,MIA,Miami,
303,303,303,303,303,303,676,Stanley,,,Roberts,,,22,ORL,Orlando,
304,304,304,304,304,304,677,Doug,,,Lee,,,3,BKN,Brooklyn,
305,305,305,305,305,305,678,Rafael,,,Addison,,,3,BKN,Brooklyn,
306,306,306,306,306,306,679,Sean,,,Green,,,12,IND,Indiana,
307,307,307,307,307,307,680,Corey,,,Crowder,,,29,UTA,Utah,
308,308,308,308,308,308,681,Eric,,,Murdock,,,29,UTA,Utah,
309,309,309,309,309,309,682,Kevin,,,Brooks,,,8,DEN,Denver,
310,310,310,310,310,310,683,Carlton,,,McKinney,,,20,NYK,New York,
311,311,311,311,311,311,684,Billy,,,Owens,,,10,GSW,Golden State,
312,312,312,312,312,312,685,Doug,,,Smith,,,7,DAL,Dallas,
313,313,313,313,313,313,686,Marty,,,Conlon,,,21,OKC,Oklahoma City,
314,314,314,314,314,314,687,Rich,,,King,,,21,OKC,Oklahoma City,
315,315,315,315,315,315,688,Brad,,,Sellers,,,9,DET,Detroit,
316,316,316,316,316,316,689,Rodney,,,Monroe,,,1,ATL,Atlanta,
317,317,317,317,317,317,690,Lanard,,,Copeland,,,13,LAC,LA,
318,318,318,318,318,318,691,LeRon,,,Ellis,,,13,LAC,LA,
319,319,319,319,319,319,692,Larry,,,Stewart,,,30,WAS,Washington,
320,320,320,320,320,320,693,John,,,Turner,,,11,HOU,Houston,
321,321,321,321,321,321,694,Charles,,,Shackleford,,,23,PHI,Philadelphia,
322,322,322,322,322,322,695,Keith,,,Owens,,,14,LAL,Los Angeles,
323,323,323,323,323,323,696,Paul,,,Graham,,,1,ATL,Atlanta,
324,324,324,324,324,324,697,Kenny,,,Anderson,,,3,BKN,Brooklyn,
325,325,325,325,325,325,698,Carl,,,Herrera,,,11,HOU,Houston,
326,326,326,326,326,326,699,Myron,,,Brown,,,18,MIN,Minnesota,
327,327,327,327,327,327,700,Dale,,,Davis,,,12,IND,Indiana,
328,328,328,328,328,328,701,Labradford,,,Smith,,,30,WAS,Washington,
329,329,329,329,329,329,702,Bison,,,Dele,,,22,ORL,Orlando,
330,330,330,330,330,330,703,Chuck,,,Nevitt,,,5,CHI,Chicago,
331,331,331,331,331,331,704,Patrick,,,Eddie,,,20,NYK,New York,
332,332,332,332,332,332,705,David,,,Rivers,,,13,LAC,LA,
333,333,333,333,333,333,706,Luc,,,Longley,,,18,MIN,Minnesota,
334,334,334,334,334,334,707,Bob,,,McCann,,,9,DET,Detroit,
335,335,335,335,335,335,708,Donald,,,Royal,,,27,SAS,San Antonio,
336,336,336,336,336,336,709,Anthony,,,Bowie,,,22,ORL,Orlando,
337,337,337,337,337,337,710,Chris,,,Corchiani,,,22,ORL,Orlando,
338,338,338,338,338,338,711,Stephen,,,Thompson,,,22,ORL,Orlando,
339,339,339,339,339,339,712,Jeff,,,Ruland,,,23,PHI,Philadelphia,
340,340,340,340,340,340,713,Ronnie,,,Grandison,,,4,CHA,Charlotte,
341,341,341,341,341,341,714,Lamont,,,Strothers,,,25,POR,Portland,
342,342,342,342,342,342,715,Tracy,,,Moore,,,7,DAL,Dallas,
343,343,343,343,343,343,716,Jaren,,,Jackson,,,10,GSW,Golden State,
344,344,344,344,344,344,717,Ennis,,,Whatley,,,25,POR,Portland,
345,345,345,345,345,345,718,Brian,,,Howard,,,7,DAL,Dallas,
346,346,346,346,346,346,719,Steve,,,Burtt,,,24,PHX,Phoenix,
347,347,347,347,347,347,720,Cedric,,,Hunter,,,4,CHA,Charlotte,
348,348,348,348,348,348,721,Stephen,,,Bardo,,,27,SAS,San Antonio,
349,349,349,349,349,349,722,Cliff,,,T. Robinson,,,14,LAL,Los Angeles,
